Ln,Part,Description,Due Date,Qty, Unit Price ,Order Date,Total_Value,PO_Number
1,Y157511,Y157511 [EJECTOR ROD],2018-10-30,4,$875.00 ,2018-10-10,"$3,500.00 ",50887
1,Y026322,Y026322 [CYLINDER JOINT] ,2022-04-05,1,155,2022-03-01,155,103549
1,6S331501,6S331501 [BEARING STOPPER],2022-05-30,1,175,2022-04-28,175,105886
1,Y095286,Y095286 [RETAINER],2021-10-01,8,395,2021-08-27,3940,96988
2,Y091978,Y091978 [GUIDE],2021-10-01,4,195,2021-08-27,3940,96988
1,9X3526G01,9X3526G01 [LADLE ARM (3-2)] ,2017-10-31,1,1325,2017-10-12,1325,31510
1,N069896,N069896 [DOOR RAIL DC2500CS-2],2023-08-30,1,975,2023-07-25,975,123666
1,614W8001,614W8001 [SENSOR HOLDER FOR DHS-2 & DHS-T] ,2017-08-11,5,45,2017-07-31,225,27428
1,9X352701,9X352701 [FLANGE],2021-11-25,1,475,2021-10-11,950,98557
2,654V2701,654V2701 [FLANGE ( B )],2021-11-25,1,475,2021-10-11,950,98557
1,Y015907,Y015907 [CASE GUIDE] ,2022-03-18,1,437.5,2022-02-11,437.5,103005
1,9X352701,9X352701 [FLANGE] 9X352701 [FLANGE],2017-08-04,1,475,2017-08-04,475,27819
1,TMM0026,TMM0026 [LINK PIN 1 FOR EC250SX SXII] TMM0026 [LINK PIN 1 FOR EC250SX SXII],2024-11-01,2,765,2024-09-27,1530,143435
1,635W1101,635W1101[LINK PIN],2021-07-26,2,1275,2021-06-21,5090,94379
2,635W1201,635W1201 [SPECIAL KEY],2021-07-26,2,240,2021-06-21,5090,94379
3,609T1003,609T1003 [LINK PIN BUSHING],2021-07-26,4,515,2021-06-21,5090,94379
1,Y004672,Y004672 [GIB SUPPORT FOR DP50LU],2018-12-25,2,375,2018-11-20,750,53154
1,H323581,H323581 [INJECTION BUSHING] ,2018-04-13,1,1875,2018-03-22,1875,40128
1,680V8201,680V8201 [POPPET],2018-05-24,1,1750,2018-04-18,1750,41578
1,N024123,N024123 [FLANGE-H],2019-04-02,2,750,2019-02-19,1500,57468
1,640R4701,640R4701 [WEDGE],2018-09-17,1,500,2018-08-13,1325,47848
2,640R4902,640R4902 [SHAFT],2018-09-17,1,825,2018-08-13,1325,47848
1,9W331104,9W331104 [GUIDE SHAFT DBS500~800MS],2019-10-16,2,2200,2019-09-11,4400,67226
1,N02477G03,N02477G03 [GUIDE SHAFT],2021-03-09,1,1550,2021-02-09,1550,88787
1,S576705,S576705 [NUT FOR CLAMP M72X2 105MM X 23MM],2025-03-28,2,355,2025-02-21,710,149865
1,Y080798,Y080798 [DOOR ROLLER],2024-04-12,8,285,2024-03-08,2280,134118
1,Y052734,Y052734 [CASE] Y052734 [CASE],2017-12-08,1,175,2017-11-13,175,33105
1,609T6601,609T6601 [SCREWED BUSHING],2018-08-13,1,525,2018-07-09,525,45905
1,8R002101,8R002101 [PISTON INSERT],2023-12-22,1,1325,2023-11-20,1325,129175
1,611V6701,611V6701 [ELECTRODE PROBE] ,2017-10-20,5,81.75,2017-10-03,408.75,31049
1,647W6502,647W6502 [SLIDE PLATE DC650JM-S],2022-04-15,3,420,2022-03-04,1260,103789
1,Y006501,Y006501 [SPACER],2024-07-17,1,90,2024-06-25,200,139415
2,Y089908,Y089908 [LADLE PIN],2024-07-17,1,110,2024-06-25,200,139415
1,N060281,N060281 [SAFETY HOOK],2019-11-15,2,1750,2019-10-11,3540,68896
2,Y075430,Y075430 [SPACER],2019-11-15,2,20,2019-10-11,3540,68896
1,N017861,N017861[COVER],2020-04-06,1,275,2020-03-10,275,75151
1,N031989,N031989 [SHAFT],2018-06-15,5,415,2018-05-10,3865,42925
2,647W6502,647W6502 [SLIDE PLATE DC650CL* 1995~],2018-06-15,2,420,2018-05-10,3865,42925
3,N013391,N013391 [SHAFT FOR POUR ASS'Y],2018-06-15,2,475,2018-05-10,3865,42925
1,3F056801,3F056801 [HYDRAULIC BLOCK DC 1650CS2],2024-11-01,1,795,2024-10-31,795,145079
1,N048865,N048865 [INJECTION BUSHING] ,2018-07-20,2,1885,2018-06-08,3770,44367
1,611V6701,611V6701 [ELECTRODE PROBE],2017-09-15,3,81.75,2017-08-03,245.25,27745
1,Y122303,"Y122303 [SENSOR HOLDER DHS-T """"06"""" AND NEWER]",2019-09-27,10,50,2019-08-30,500,66688
1,624T0004,624T0004 [SPACER],2018-09-17,2,185,2018-08-20,370,48207
1,9X457901,9X457901 [BUSHING],2017-08-04,2,625,2017-08-04,3310,27818
2,9X457902,9X457902 [LINK PIN BUSHING],2017-08-04,2,505,2017-08-04,3310,27818
3,9X457903,9X457903 [LINK PIN BUSHING DC500J-MS],2017-08-04,2,525,2017-08-04,3310,27818
1,648T7301,648T7301 [SPRING GUIDE FOR DHS-T],2018-02-08,5,47.5,2018-01-24,237.5,36915
1,H179374,H179374 [BARREL END CAP 120MM 81B],2024-04-16,1,3150,2024-03-11,6020,134327
2,L771420,L771420 [NUT FOR CLAMP CYLINDER ISGS 610],2024-04-16,4,295,2024-03-11,6020,134327
3,S530348,S530348 [SPLIT COLLAR I81],2024-04-16,2,415,2024-03-11,6020,134327
4,S565107,S565107 [SQUARE NUT],2024-04-16,4,215,2024-03-11,6020,134327
1,Y072159,Y072159 [PLATE],2023-08-30,2,70,2023-07-25,140,123667
1,Y042157,Y042157 [BUSHING],2017-10-26,2,495,2017-10-16,990,31511
1,Y042157,Y042157 [BUSHING],2017-08-29,2,495,2017-08-18,3500,28726
2,Y037685,Y037685 [SLIDE BAR],2017-08-29,2,910,2017-08-18,3500,28726
3,Y065298,Y065298 [FLANGE FOR SLIDE BAR],2017-08-29,2,345,2017-08-18,3500,28726
1,Y052732,Y052732 [CASE],2024-12-13,1,275,2024-11-05,460,145290
2,Y052733,Y052733 [SPACER],2024-12-13,1,185,2024-11-05,460,145290
1,S536688,S536688 [CLAMP WEAR STRIP ISGT720 3273MM OAL],2025-08-06,4,395,2025-07-02,1580,156207
1,471S1403,471S1403 [SPACER],2024-06-28,4,10,2024-05-21,1220,137835
2,471S1405,471S1405 [SPACER],2024-06-28,4,10,2024-05-21,1220,137835
3,471S1404,471S1404[SPACER],2024-06-28,4,10,2024-05-21,1220,137835
4,471S1503,471S1503[PLATE],2024-06-28,4,275,2024-05-21,1220,137835
1,N052403,N052403 [INJECTION BUSHING DC250JS],2020-08-26,1,1095,2020-07-29,1095,80655
1,TMM1298,TMM1298 [GUIDE BAR F/ EJECTOR EC250SXIII] ,2024-10-16,2,655,2024-10-11,1310,144165
1,4T123801,4T123801 [LEFT SCREW NUT],2017-11-13,8,10,2017-10-09,80,31288
1,H179374,H179374 [BARREL END CAP 120MM 81B],2024-05-27,1,3150,2024-04-12,3150,135950
1,N03531G02,N03531G02 [COOLING PIPE],2025-04-04,1,475,2025-02-26,475,150104
1,N054088,N054088 [CAP DC2250CS-2 ],2024-10-28,1,1025,2024-09-20,4325,143150
2,Y074206,Y074206 [POPPET DC1650CS-2],2024-10-28,1,1125,2024-09-20,4325,143150
3,N054089,N054089 [SEAT DC1650CS-2],2024-10-28,1,2175,2024-09-20,4325,143150
1,608R2201,608R2201 [LOCK PLATE],2022-12-09,4,155,2022-11-03,620,113001
1,363X1401,363X1401 [BUSHING],2021-04-15,2,1050,2021-03-04,39350,89895
3,363X1402,363X1402 [BUSHING],2021-04-15,2,1050,2021-03-04,39350,89895
4,N041420,N041420 [DIE CARRIER BUSHING DQC1650C],2021-04-15,8,1550,2021-03-04,39350,89895
5,417T7508,417T7508 [BUSHING],2021-04-15,2,2375,2021-03-04,39350,89895
6,469R8901,469R8901 [TIE BAR BUSHING DC1650CS2],2021-04-15,8,2250,2021-03-04,39350,89895
1,9W4210G02,9W4210G02 [COOLING PIPE],2018-07-27,2,335,2018-06-29,670,45535
1,413S9601,413S9601 [SCRAPER HOLDER],2018-08-22,2,$362.50 ,2018-07-11,"$9,710.00 ",46028
2,477S9101,477S9101 [SCRAPER HOLDER],2018-08-22,2,$392.50 ,2018-07-11,"$9,710.00 ",46028
3,Y012762,Y012762 [CYLINDER HEAD],2018-08-22,2,"$1,475.00 ",2018-07-11,"$9,710.00 ",46028
4,3W543601,3W543601 [EJECTOR ROD],2018-08-22,2,"$2,625.00 ",2018-07-11,"$9,710.00 ",46028
1,Y026322,Y026322 [CYLINDER JOINT],2022-07-19,1,155,2022-06-14,155,107706
1,Y052727,Y052727 [SPROCKET],2018-05-28,5,440,2018-04-23,2200,41800
1,N060285,N060285 [SHAFT FOR SAFETY HOOK ASSY DC800RM],2019-12-18,5,695,2019-11-13,3475,70405
1,N069221,N069221 [EJECTOR ROD DC2500CS2],2022-09-30,2,2250,2022-08-26,4500,110483
1,388W45-12,388W45-12 [EJECTOR ROD SOLID TYPE FOR DC3500CS],2023-03-31,2,1175,2023-02-22,2350,116958
1,8X20BS,8X20BS [BRASS SCREWS],2021-11-03,10,2.75,2021-09-29,27.5,98191
1,Y152202,Y152202[SLIDE PLATE],2019-03-08,2,258,2019-02-08,516,57086
1,Y069318,Y069318 [PLUNGER ROD],2017-06-14,1,675,2017-05-10,5935,23075
2,9W4210G04,9W4210G04 [COOLING PIPE ASSY],2017-06-14,2,405,2017-05-10,5935,23075
3,N050619,N050619 [COUPLING DC500CLHT],2017-06-14,2,2225,2017-05-10,5935,23075
1,H323583,H323583 [INJECTION BUSHING],2018-08-22,1,1575,2018-07-26,1575,46821
1,N126702,N126702 [HOOK],2019-05-24,4,275,2019-05-07,3268,61246
2,N127477,N127477 [HOOK],2019-05-24,2,280,2019-05-07,3268,61246
3,Y187945,Y187945 [LINER],2019-05-24,10,115,2019-05-07,3268,61246
4,Y189803,Y189803 [LINER],2019-05-24,2,115,2019-05-07,3268,61246
5,Y060387,Y060387 [LS PLATE],2019-05-24,4,57,2019-05-07,3268,61246
1,8X20BS,8X20BS [BRASS SCREWS],2021-09-23,96,2.75,2021-08-19,264,96625
1,L803830,L803830 [HOUSING ISG250N],2023-03-08,1,720,2023-02-02,1320,116031
2,S478525,S478525 [BRACKET ISG250N],2023-03-08,1,115,2023-02-02,1320,116031
3,S602094,S602094 [COLLAR ISG250N],2023-03-08,1,195,2023-02-02,1320,116031
4,S602199,S602199 [SPLIT COLLAR ISG250N I7],2023-03-08,1,290,2023-02-02,1320,116031
1,684V2001,684V2001 [BUSHING],2021-08-27,2,375,2021-07-14,750,95338
1,Y055692,Y055692 [PLATE],2021-09-02,1,195,2021-08-05,865,96157
2,Y057652,Y057652 [BEARING RETAINER],2021-09-02,1,275,2021-08-05,865,96157
3,Y060124,Y060124 [FLANGE],2021-09-02,1,135,2021-08-05,865,96157
4,Y058634,Y058634 [SHAFT SPACER],2021-09-02,1,45,2021-08-05,865,96157
5,Y057654,Y057654 [SHAFT],2021-09-02,1,215,2021-08-05,865,96157
1,N054088,N054088 [CAP DC2250CS-2 ],2024-12-13,1,1025,2024-11-06,3200,145333
2,N054089,N054089 [SEAT DC1650CS-2],2024-12-13,1,2175,2024-11-06,3200,145333
1,613T0701,613T0701 [BUSHING] ,2021-03-17,3,390,2021-02-03,1170,88427
1,Y058254,Y058254 [SPACER],2018-10-25,7,85,2018-09-13,6340,49509
2,Y155816,Y155816 [SPACER],2018-10-25,1,95,2018-09-13,6340,49509
3,Y059901,Y059901 [SPACER],2018-10-25,2,110,2018-09-13,6340,49509
4,Y058256,Y058256 [SPACER],2018-10-25,2,255,2018-09-13,6340,49509
5,Y058257,Y058257 [BRACKET],2018-10-25,2,75,2018-09-13,6340,49509
6,Y059903,Y059903 [ GUIDE],2018-10-25,2,120,2018-09-13,6340,49509
7,492V7804,492V7804 [COLLAR],2018-10-25,4,75,2018-09-13,6340,49509
8,N108106,N108106 [EJECTOR ROD],2018-10-25,4,965,2018-09-13,6340,49509
9,Y098786,Y098786 [JOINT],2018-10-25,2,185,2018-09-13,6340,49509
1,TMK0038,TMK0038 [ LINK PIN 2 EC130SX ],2024-10-25,6,485,2024-09-18,2910,143030
1,S536688,S536688 [CLAMP WEAR STRIP ISGT720 3273MM OAL],2025-10-10,3,395,2025-08-29,1185,159068
1,635W4211,635W4211[BAR FOR TIE BAR LOAD SENSOR] SOONER,2017-06-30,1,200,2017-06-05,200,24256
1,N037052,N037052 [FLANGE],2021-06-15,1,1395,2021-05-11,1395,92682
1,9W331301,9W331301 [COVER FOR DC500J- MS],2017-10-30,2,325,2017-09-25,650,30545
1,Y170134,Y170134 [LID],2024-12-27,2,680,2024-11-18,1360,145870
1,637R4907,637R4907 [P SQUARE KEY],2022-04-11,1,42.5,2022-03-07,42.5,103825
1,LMH0112,LMH0112 [TIE BAR FOR EC110SX],2023-03-06,1,2575,2023-01-30,3370,115935
2,LMH0111,LMH0111 {TIE BAR NUT EC110SX],2023-03-06,1,795,2023-01-30,3370,115935
1,H323581,H323581 [INJECTION BUSHING],2023-09-15,1,1875,2023-08-11,1875,124518
1,602T9901,602T9901 [BUSHING] ,2024-05-13,1,1475,2024-05-08,1475,137202
1,N013391,N013391 [SHAFT FOR POUR ASS'Y],2020-12-15,4,500,2020-11-10,2000,84976
1,H322192,H322192 [INTESIFYING PISTON DC2500CS-2],2017-07-21,1,5678,2017-06-08,9306,24518
2,6R893601,6R893601[POPPET],2017-07-21,1,2150,2017-06-08,9306,24518
3,Y012556,Y012556 [GUIDE],2017-07-21,1,1478,2017-06-08,9306,24518
1,4T123401,4T123401 [LADLE PIN],2022-06-27,2,60,2022-05-24,120,106975
1,Y029732,Y029732 [GUIDE],2023-03-14,1,335,2023-02-06,335,116233
1,623T9801,623T9801 [PLUNGER ROD DC350CL-3],2019-02-01,4,950,2018-12-21,3800,54766
1,TMG0735,TMG0735 [SPLIT COLLAR ECSX 1.5A 1.5B],2024-12-06,3,275,2024-11-01,825,145119
1,647W6501,647W6501 [SLIDE PLATE (DC500CL-HT)],2021-06-14,2,330,2021-05-10,1500,92655
2,647W6502,647W6502 [SLIDE PLATE],2021-06-14,2,420,2021-05-10,1500,92655
1,H323583,H323583 [INJECTION BUSHING],2019-11-27,1,1575,2019-10-23,1575,69381
1,9X976001,9X976001 [JOINT ROD DAL500~800SVSH],2020-02-18,2,225,2020-01-14,900,72789
2,9X976002,9X976002 [JOINT ROD DAL500~800SVSH],2020-02-18,2,225,2020-01-14,900,72789
1,637R4101,637R4101 [BUSHING],2021-08-12,5,275,2021-07-08,1375,95106
1,6T370702,6T370702 [SPACER FOR DC135EL],2020-12-10,1,125,2020-11-05,1020,84755
2,488S6302,488S6302 [COUPLING DC135EL],2020-12-10,1,895,2020-11-05,1020,84755
1,N044300,N044300 [PLINGER ROD] RUSH,2023-03-24,4,1225,2023-03-14,4900,117897
1,6R148201,6R148201 [PLATE],2021-03-26,1,25,2021-02-19,220,89265
2,447T5402,447T5402 [PLATE - 200MM TOP RADIUS],2021-03-26,1,195,2021-02-19,220,89265
1,388W45-11,388W45-11 [EJECTOR ROD WIRE TYPE FOR DC3500CS],2023-06-22,8,1475,2023-05-17,16825,120785
2,388W45-12,388W45-12 [EJECTOR ROD SOLID TYPE FOR DC3500CS],2023-06-22,4,1175,2023-05-17,16825,120785
3,438S5707,438S5707 [SPACER FOR PLUNGER UNIT],2023-06-22,1,325,2023-05-17,16825,120785
1,N017860,N017860[COVER],2018-02-27,2,275,2018-01-22,1100,36695
2,N017861,N017861[COVER],2018-02-27,2,275,2018-01-22,1100,36695
1,N017858,N017858 [HOLDER GRIPPER DTO250~350SLH],2024-03-08,2,1025,2024-01-24,2520,131878
2,Y052726,Y052726[SPROCKET],2024-03-01,1,470,2024-01-24,2520,131878
1,609T2102,609T2102 [TIE BAR BUSHING DC350CL-3],2020-09-15,8,595,2020-08-11,4760,81177
1,Y006298,Y006298 [BEACASE],2025-08-21,1,350,2025-08-21,350,158616
1,611V6701,611V6701 [SAME AS Y102648 ELECTRODE PROBE],2020-12-18,3,81.75,2020-11-20,245.25,85477
1,Y027627,Y027627 [SLIDE PLATE FOR DC2500CS2],2019-03-27,2,1250,2019-02-20,2500,57531
1,N064799,N064799 [SHAFT],2024-07-29,4,865,2024-06-12,5695,138848
2,Y006291,Y006291 [SPROCKET],2024-07-26,4,425,2024-06-12,5695,138848
3,Y006298,Y006298 [BEACASE],2024-07-26,1,325,2024-06-12,5695,138848
4,Y006501,Y006501 [SPACER],2024-07-26,1,90,2024-06-12,5695,138848
5,Y006502,Y006502 [SPACER],2024-07-26,1,120,2024-06-12,5695,138848
1,648T7301,648T7301 [SPRING GUIDE FOR DHS-T],2023-07-01,4,55,2023-04-26,220,119886
1,N054089,N054089 [SEAT DC1650CS-2],2019-03-27,1,2100,2019-02-20,3175,57525
2,Y074206,Y074206 [POPPET DC1650CS-2],2019-03-27,1,1075,2019-02-20,3175,57525
1,Y065295,Y065295[PLATE],2018-08-17,6,15.25,2018-07-09,711.5,45874
2,622V9601,622V9601[SPACER PLATE],2018-08-17,4,155,2018-07-09,711.5,45874
1,655S3602,655S3602 [BLOCK],2021-10-14,2,375,2021-09-23,750,97932
1,438R2102,438R2102 [SLIDE PLATE] ,2023-01-20,2,560,2022-12-09,1120,114391
1,Y006295,Y006295 [CAP],2017-06-29,1,95,2017-06-08,3753,24520
2,Y006298,Y006298 [BEACASE],2017-06-29,8,295,2017-06-08,3753,24520
3,Y006501,Y006501 [SPACER],2017-06-29,2,74,2017-06-08,3753,24520
4,Y006291,Y006291 [SPROCKET],2017-06-29,2,365,2017-06-08,3753,24520
5,Y006502,Y006502 [SPACER],2017-06-29,4,105,2017-06-08,3753,24520
1,N071319,N071319 [RAIL FOR SAFETY DOOR],2024-06-21,1,955,2024-05-15,955,137548
1,4T123401,4T123401 [LADLE PIN],2024-01-12,1,60,2023-12-06,2015,129776
2,609T6501,609T6501 [GLAND PACKING],2024-01-12,1,445,2023-12-06,2015,129776
3,613T0701,613T0701 [BUSHING],2024-01-12,1,415,2023-12-06,2015,129776
4,N052403,N052403 [INJECTION BUSHING DC250JS],2024-01-12,1,1095,2023-12-06,2015,129776
1,388W45-11,388W45-11 [EJECTOR ROD WIRE TYPE FOR DC3500CS],2023-09-08,2,1475,2023-08-11,5300,124520
2,388W45-12,388W45-12 [EJECTOR ROD SOLID TYPE FOR DC3500CS],2023-09-08,2,1175,2023-08-11,5300,124520
1,4T122502,4T122502 [LEFT SCREW BOLT],2019-05-21,5,45,2019-04-16,225,60438
1,LMR2307,LMR2307 [BRACKET],2025-03-14,2,$790.00 ,2025-02-03,"$1,675.00 ",148870
2,S657025,S657025 [PIVOT PIN EC240 i6],2025-03-14,1,$95.00 ,2025-02-03,"$1,675.00 ",148870
1,611V6701,611V6701 [ELECTRODE PROBE Y102648],2023-06-26,4,85,2023-06-09,340,121855
1,9W306201,9W306201 [LINK PIN],2018-09-28,2,450,2018-08-17,2841,48149
2,9W306202,9W306202 [LINK PIN],2018-09-28,2,580,2018-08-17,2841,48149
3,609T6601,609T6601 [SCREWED BUSHING],2018-09-28,1,525,2018-08-17,2841,48149
4,9X541001,9X541001 [KEY],2018-09-28,4,64,2018-08-17,2841,48149
1,Y033657,Y033657 [BLOCK],2019-04-16,4,105,2019-03-19,2320,59050
2,609T6501,609T6501 [GLAND PACKING],2019-04-16,1,425,2019-03-19,2320,59050
3,Y006651,Y006651 [LINER BRASS STANDARD],2019-04-16,1,975,2019-03-19,2320,59050
4,647W5603,647W5603 [SLIDE PLATE FOR DC350J],2019-04-16,2,250,2019-03-19,2320,59050
1,N072802,N072802 [EJECTOR ROD],2019-01-23,4,835,2018-12-12,3340,54212
1,N076372,N076372 [PISTON ROD],2022-11-25,1,745,2022-10-24,1495,112535
2,N071871,N071871 [GUIDE],2022-11-25,1,750,2022-10-24,1495,112535
1,Y153922,Y153922[SLIDE PLATE],2021-06-22,2,1175,2021-05-18,7295,93017
2,Y027627,Y027627 [SLIDE PLATE FOR DC2500CS2],2021-06-22,2,1250,2021-05-18,7295,93017
3,N050619,N050619 [COUPLING DC350JM- S/MH & DC500CLHT],2021-06-22,1,2225,2021-05-18,7295,93017
4,648T7301,648T7301 [SPRING GUIDE FOR DHS-T],2021-06-28,4,55,2021-05-18,7295,93017
1,Y052733,Y052733 [SPACER],2022-09-23,3,170,2022-08-26,510,110478
1,637R3501,637R3501 [SPROCKET],2020-01-23,3,110,2019-12-19,680,71938
2,648T5201,648T5201 [KEEP PLATE FOR DHS- T],2020-01-23,5,70,2019-12-19,680,71938
1,Y006975,Y006975 [FLANGE],2021-02-08,2,1275,2021-01-04,7440,87076
2,N014109,N014109 [PISTON ROD],2021-02-08,2,2445,2021-01-04,7440,87076
1,Y006298,Y006298 [BEACASE],2024-08-09,2,325,2024-07-02,770,139767
2,Y006502,Y006502 [SPACER],2024-08-09,1,120,2024-07-02,770,139767
1,4T122502,4T122502 [LEFT SCREW BOLT],2017-11-06,7,42.5,2017-09-27,612.5,30757
2,4T122501,4T122501 [RIGHT SCREW BOLT],2017-11-06,7,45,2017-09-27,612.5,30757
1,N065194,N065194 [PACKING RETAINER],2022-11-11,1,995,2022-10-07,995,111955
1,611V6701,611V6701 [ELECTRODE PROBE Y102648],2025-04-25,6,85,2025-03-26,510,151395
1,647W5603,647W5603 [SLIDE PLATE FOR DC350J],2025-05-30,3,390,2025-04-22,1456,152850
2,674W9401,674W9401 [RING],2025-05-30,1,250,2025-04-22,1456,152850
3,8X20BS,8X20BS [BRASS SCREWS],2025-05-30,12,3,2025-04-22,1456,152850
1,N049364,N049364 [LADLE SHAFT],2018-01-31,1,1250,2018-01-02,1250,35607
1,9W4210G04,9W4210G04 [COOLING PIPE ASSY],2019-04-04,2,355,2019-03-08,710,58548
1,408S3406,408S3406 [BUSHING FOR EJECTOR DC2500CS-2],2022-08-26,8,355,2022-07-22,9520,109075
2,N072802,N072802 [EJECTOR ROD],2022-08-26,8,835,2022-07-22,9520,109075
1,L552676,L552676 [BARREL END CAP 36MM ISF-3A ISG-5Y ECN 4Y 5Y],2025-07-24,5,580,2025-06-09,2900,155078
1,L290128,[FLANGE NUT FOR BOOST CYLINDER M80 IS1300DE/F - IS1800DF] L290128 [FLANGE NUT FOR BOOST CYLINDER M80 IS1300DE/F - IS1800DF],2023-01-24,1,315,2022-12-20,315,114756
1,Y074129,Y074129 [FLANGE FOR C2G16],2022-08-04,1,495,2022-06-30,495,108419
1,Y006291,Y006291 [SPROCKET],2020-12-02,5,345,2020-10-28,1725,84437
1,S183007,S183007 [SPLIT COLLAR ISE ISG EC 8A 8B 10A 10B] S183007 [SPLIT COLLAR ISE ISG EC 8A 8B 10A 10B],2023-07-27,1,375,2023-06-16,375,121909
1,9W306207,9W306207 [LINK PIN],2017-09-25,2,525,2017-08-31,2100,29372
2,9W306208,9W306208 [LINK PIN],2017-09-25,2,525,2017-08-31,2100,29372
1,624T0004,624T0004 [SPACER],2024-11-08,1,195,2024-10-25,195,144808
1,TML1035,TML1035 [SPLIT COLLAR 4A 4B 6Y 8Y ECSX],2025-03-21,1,240,2025-02-05,240,148940
1,Y060388,Y060388 [SLIDE BAR SAFETY RATCHET DC2500CS],2017-10-27,2,515,2017-09-26,1030,30637
1,N000793,N000793 [SHAFT],2022-08-01,1,985,2022-06-16,985,107919
1,Y098694,Y098694 [BUSHING],2025-07-18,2,375,2025-06-09,750,155087
1,Y058582,Y058582 [ROLLER SHAFT],2024-07-19,1,205,2024-06-06,1100,138525
2,Y059908,Y059908 [ROLLER],2024-07-19,1,325,2024-06-06,1100,138525
3,Y060149,Y060149 [ROLLER SHAFT],2024-07-19,1,225,2024-06-06,1100,138525
4,Y135942,Y135942 [ROLLER],2024-07-19,1,345,2024-06-06,1100,138525
1,N069434,N069434 [CYLINDER BRACKET],2023-01-12,1,995,2022-11-30,1990,113978
2,N069433,N069433 [CYLINDER BRACKET],2023-01-12,1,995,2022-11-30,1990,113978
1,Y023414,Y023414 [STOPPER],2023-10-20,1,400,2023-09-15,3575,125945
2,Y074206,Y074206 [POPPET DC1650CS-2],2023-10-20,1,1075,2023-09-15,3575,125945
3,N054089,N054089 [SEAT DC1650CS-2],2023-10-20,1,2100,2023-09-15,3575,125945
1,624T0004,624T0004 [SPACER],2024-09-27,1,195,2024-09-11,195,142712
1,637R3501,637R3501 [SPROCKET],2022-11-17,3,110,2022-10-13,330,112125
1,4T448001,4T448001 [LEFT SCREW NUT SAME AS P/N 4T44801],2019-07-22,6,10,2019-06-17,60,63086
1,Y132910,Y132910 [DOOR ROLLER],2023-11-30,1,300,2023-11-01,300,128285
1,S486144,S486144 [SPLIT COLLAR ISGS610 FOR TIE BAR],2025-02-07,1,415,2024-12-16,1085,147124
2,S638725,S638725 [CLAMP WEAR STRIP EC65 NON OP 1494MM X 92MM ],2025-02-07,1,335,2024-12-16,1085,147124
3,S655940,S655940 [CLAMP WEAR STRIP OP SIDE EC65],2025-02-07,1,335,2024-12-16,1085,147124
1,20x180,20x180 [SPECIAL BOLT],2020-01-29,8,45,2020-01-15,5860,72835
2,20x200,20x200 [ SPECIAL BOLT],2020-01-29,4,50,2020-01-15,5860,72835
3,Y194846,Y194846 [SPACER],2020-01-29,4,275,2020-01-15,5860,72835
4,Y194847,Y194847 [SPACER],2020-01-29,2,375,2020-01-15,5860,72835
5,Y194848,Y194848 [SPACER],2020-01-29,6,575,2020-01-15,5860,72835
1,N02912G01,N02912G01 [COOLING PIPE ASSEMBLY],2025-03-03,2,545,2025-01-21,1090,148217
1,S978457,S978457 [PUMP FLANGE F/IPS NEW TYPE PUMP ISGSW GT IS- DG/DF],2025-09-12,1,525,2025-07-29,525,157337
1,H323582,H323582 [INJECTION BUSHING DC650JMS],2021-03-02,2,1235,2021-01-26,2470,88027
1,388W45-11,388W45-11 [EJECTOR ROD WIRE TYPE FOR DC3500CS],2022-05-10,1,1475,2022-04-05,2650,104948
2,388W45-12,388W45-12 [EJECTOR ROD SOLID TYPE FOR DC3500CS],2022-05-10,1,1175,2022-04-05,2650,104948
1,648T7301,648T7301 [SPRING GUIDE FOR DHS-T],2019-05-30,3,47.5,2019-05-02,142.5,61108
1,N069221,N069221 [EJECTOR ROD DC2500CS2],2024-01-24,2,2250,2023-12-19,4500,130353
1,Y042157,Y042157 [BUSHING],2017-11-24,2,495,2017-11-13,990,33128
1,637R3301,637R3301 [SPROCKET],2019-07-09,5,110,2019-06-04,550,62415
1,8X20BS,8X20BS [BRASS SCREWS],2020-02-21,288,2.75,2020-01-24,792,73256
1,607F4001,607F4001 [EJECTOR PIN/ STOPPER ECSX 248MM OAL HEX M16],2023-03-28,4,155,2023-03-14,1320,117908
2,S606253,S606253 [CLAMP WEAR STRIP ISG250N],2023-03-28,4,175,2023-03-14,1320,117908
1,647W5603,647W5603 [SLIDE PLATE FOR DC350J] ,2018-03-07,2,250,2018-02-13,500,38055
1,674W9902,674W9902 [FITTING FOR PLUNGER ASSY DC350JMT],2022-02-16,4,425,2022-01-20,1700,102155
1,N048865,N048865 [INJECTION BUSHING],2020-04-20,1,875,2020-03-10,875,75154
1,611V6701,611V6701 [ELECTRODE PROBE Y102648],2023-08-01,2,85,2023-07-17,170,123306
1,Y020020,Y020020 [SHAFT],2018-05-24,1,325,2018-04-18,325,41583
1,N108781,N108781 [SLIDE ROD],2017-08-23,4,725,2017-08-16,2900,28535
1,H39579G01,H39579G01[COUPLING ],2022-02-15,1,2315,2022-01-04,2315,101449
1,Y052732,Y052732 [CASE],2018-04-06,1,275,2018-03-08,645,39376
2,Y049547,Y049547 [CASE],2018-04-06,1,195,2018-03-08,645,39376
3,Y052734,Y052734 [CASE],2018-04-06,1,175,2018-03-08,645,39376
1,6S331401,6S331401 [ARM SHAFT FOR DTO650~800L],2021-02-11,1,960,2021-01-14,1685,87498
2,6S331301,6S331301 [GUIDE SHAFT],2021-02-11,1,725,2021-01-14,1685,87498
